"","mod_name","beta","std","t.value","p.value","CI.Lower_95CI","CI.Upper_95CI","dependent","factor","p.corrected","Sig"
"310","vol.APARC.precn~test_timing",-4.176845e-02,0.03467858,-1.2044453435,0.2292043792,-0.1099652142, 0.0264283161,"vol.APARC.precn","test_timing",0.865883210,FALSE
"311","vol.APARC.pc~test_timing",-9.884965e-03,0.03367917,-0.2935038056,0.7693052834,-0.0761163600, 0.0563464308,"vol.APARC.pc","test_timing",0.992301312,FALSE
"312","vol.APARC.rracate~test_timing",-5.031103e-03,0.03493688,-0.1440055264,0.8855762382,-0.0737358251, 0.0636736188,"vol.APARC.rracate","test_timing",0.992301312,FALSE
"313","vol.APARC.rrmdfr~test_timing",-8.338459e-03,0.03444364,-0.2420899728,0.8088475358,-0.0760732049, 0.0593962874,"vol.APARC.rrmdfr","test_timing",0.992301312,FALSE
"314","vol.APARC.sufr~test_timing",-7.942063e-03,0.03103634,-0.2558955818,0.7981768124,-0.0689762334, 0.0530921079,"vol.APARC.sufr","test_timing",0.992301312,FALSE
"315","vol.APARC.supl~test_timing",-2.257505e-02,0.03553714,-0.6352522155,0.5256652642,-0.0924602187, 0.0473101216,"vol.APARC.supl","test_timing",0.992301312,FALSE
"316","vol.APARC.sutm~test_timing", 5.371062e-03,0.03346616, 0.1604923234,0.8725827891,-0.0604414448, 0.0711835690,"vol.APARC.sutm","test_timing",0.992301312,FALSE
"317","vol.APARC.sm~test_timing", 1.643166e-02,0.03351904, 0.4902187337,0.6242761043,-0.0494848286, 0.0823481492,"vol.APARC.sm","test_timing",0.992301312,FALSE
"318","vol.APARC.frpole~test_timing",-3.356589e-02,0.03838189,-0.8745241602,0.3824126883,-0.1090453537, 0.0419135814,"vol.APARC.frpole","test_timing",0.992301312,FALSE
"319","vol.APARC.tmpole~test_timing",-7.158331e-03,0.04116373,-0.1738989965,0.8620420459,-0.0881084042, 0.0737917415,"vol.APARC.tmpole","test_timing",0.992301312,FALSE
"320","vol.APARC.trvtm~test_timing", 5.929712e-02,0.03997842, 1.4832281190,0.1388838918,-0.0193219992, 0.1379162403,"vol.APARC.trvtm","test_timing",0.865883210,FALSE
"321","vol.APARC.insula~test_timing", 1.867779e-03,0.03560274, 0.0524616810,0.9581897647,-0.0681463822, 0.0718819409,"vol.APARC.insula","test_timing",0.999705085,FALSE
"322","vol.ASEG.tp~test_timing",-3.018103e-02,0.03258252,-0.9262953095,0.3549096543,-0.0942558168, 0.0338937516,"vol.ASEG.tp","test_timing",0.818831534,FALSE
"323","vol.ASEG.caudate~test_timing", 1.320312e-02,0.04157347, 0.3175853848,0.7509825668,-0.0685527082, 0.0949589581,"vol.ASEG.caudate","test_timing",0.818831534,FALSE
"324","vol.ASEG.putamen~test_timing",-4.191181e-02,0.04133122,-1.0140472774,0.3112374709,-0.1231912704, 0.0393676407,"vol.ASEG.putamen","test_timing",0.818831534,FALSE
"325","vol.ASEG.pallidum~test_timing", 1.999672e-02,0.03779760, 0.5290474122,0.5970968032,-0.0543337243, 0.0943271688,"vol.ASEG.pallidum","test_timing",0.818831534,FALSE
"326","vol.ASEG.hpus~test_timing", 9.717040e-03,0.03815891, 0.2546466814,0.7991405971,-0.0653239417, 0.0847580225,"vol.ASEG.hpus","test_timing",0.818831534,FALSE
"327","vol.ASEG.amygdala~test_timing",-7.936022e-03,0.03462267,-0.2292146478,0.8188315338,-0.0760228384, 0.0601507941,"vol.ASEG.amygdala","test_timing",0.818831534,FALSE
"328","vol.ASEG.aa~test_timing",-1.565399e-02,0.03800249,-0.4119201765,0.6806417312,-0.0903873646, 0.0590793796,"vol.ASEG.aa","test_timing",0.818831534,FALSE
"329","vol.ASEG.vedc~test_timing",-2.974822e-02,0.03281001,-0.9066813544,0.3651784433,-0.0942703824, 0.0347739338,"vol.ASEG.vedc","test_timing",0.818831534,FALSE
"330","bl.vol.ASEG.subcorticalgv~test_timing",-2.312961e-02,0.02900912,-0.7973219384,0.4257867400,-0.0799864504, 0.0337272278,"bl.vol.ASEG.subcorticalgv","test_timing",0.818831534,FALSE
"331","dtifa_fx~test_timing",-7.322352e-02,0.04438009,-1.6499183991,0.0998885678,-0.1605194706, 0.0140724329,"dtifa_fx","test_timing",0.816186071,FALSE
"332","dtifa_cgc~test_timing", 5.305494e-02,0.04134026, 1.2833722499,0.2002408870,-0.0282616522, 0.1343715410,"dtifa_cgc","test_timing",0.816186071,FALSE
"333","dtifa_cgh~test_timing",-7.251349e-02,0.04368077,-1.6600782389,0.0978261209,-0.1584338819, 0.0134068975,"dtifa_cgh","test_timing",0.816186071,FALSE
"334","dtifa_cst~test_timing", 4.573364e-02,0.04487430, 1.0191498923,0.3088607288,-0.0425344391, 0.1340017171,"dtifa_cst","test_timing",0.816186071,FALSE
"335","dtifa_atr~test_timing", 1.819657e-02,0.04257051, 0.4274454054,0.6693271241,-0.0655399348, 0.1019330722,"dtifa_atr","test_timing",0.903531260,FALSE
"336","dtifa_unc~test_timing", 6.493574e-03,0.04005895, 0.1621004410,0.8713236183,-0.0723026817, 0.0852898301,"dtifa_unc","test_timing",0.968137354,FALSE
"337","dtifa_ilf~test_timing", 2.913050e-04,0.04594936, 0.0063396967,0.9949454279,-0.0900914253, 0.0906740353,"dtifa_ilf","test_timing",0.994945428,FALSE
"338","dtifa_ifo~test_timing",-4.111057e-02,0.04289434,-0.9584146827,0.3385387365,-0.1254840483, 0.0432629160,"dtifa_ifo","test_timing",0.816186071,FALSE
"339","dtifa_slf~test_timing", 3.715896e-02,0.04116043, 0.9027834789,0.3672837319,-0.0438039095, 0.1181218202,"dtifa_slf","test_timing",0.816186071,FALSE
"340","dtifa_tslf~test_timing", 2.148549e-02,0.04216678, 0.5095359850,0.6107090894,-0.0614568681, 0.1044278485,"dtifa_tslf","test_timing",0.903531260,FALSE
"341","dtifa_pslf~test_timing", 4.785938e-02,0.03971540, 1.2050585489,0.2290237274,-0.0302610967, 0.1259798512,"dtifa_pslf","test_timing",0.816186071,FALSE
"342","dtifa_scs~test_timing", 1.211950e-02,0.04230709, 0.2864649002,0.7746975806,-0.0710988581, 0.0953378504,"dtifa_scs","test_timing",0.912017791,FALSE
"343","dtifa_fscs~test_timing", 3.030877e-02,0.04355873, 0.6958139604,0.4870234908,-0.0553715673, 0.1159891116,"dtifa_fscs","test_timing",0.903531260,FALSE
"344","dtifa_pscs~test_timing", 1.759814e-02,0.04229966, 0.4160349675,0.6776484452,-0.0656056078, 0.1008018858,"dtifa_pscs","test_timing",0.903531260,FALSE
"345","dtifa_sifc~test_timing",-4.765676e-02,0.04363824,-1.0920870329,0.2755726544,-0.1334935012, 0.0381799834,"dtifa_sifc","test_timing",0.816186071,FALSE
"346","dtifa_ifsfc~test_timing", 5.193469e-02,0.04020014, 1.2919032501,0.1972732913,-0.0271392769, 0.1310086565,"dtifa_ifsfc","test_timing",0.816186071,FALSE
"347","dtifa_fxcut~test_timing",-1.319698e-02,0.04617741,-0.2857885764,0.7752151226,-0.1040282740, 0.0776343229,"dtifa_fxcut","test_timing",0.912017791,FALSE
"348","bl.dtifa_fmaj~test_timing", 2.593257e-02,0.04601010, 0.5636277866,0.5733812128,-0.0642455698, 0.1161107128,"bl.dtifa_fmaj","test_timing",0.903531260,FALSE
"349","bl.dtifa_fmin~test_timing",-3.675244e-04,0.04161526,-0.0088314826,0.9929587981,-0.0819319343, 0.0811968855,"bl.dtifa_fmin","test_timing",0.994945428,FALSE
"350","bl.dtifa_cc~test_timing", 1.877309e-02,0.03906783, 0.4805256166,0.6311645550,-0.0577984449, 0.0953446299,"bl.dtifa_cc","test_timing",0.903531260,FALSE
"351","dtimd_fx~test_timing", 6.341046e-02,0.04890676, 1.2965581602,0.1956677317,-0.0327894948, 0.1596104087,"dtimd_fx","test_timing",0.505126499,FALSE
"352","dtimd_cgc~test_timing",-7.402598e-02,0.03857411,-1.9190587264,0.0558187369,-0.1499015285, 0.0018495738,"dtimd_cgc","test_timing",0.426264990,FALSE
"353","dtimd_cgh~test_timing",-2.957688e-03,0.04321882,-0.0684351830,0.9454796818,-0.0879694170, 0.0820540417,"dtimd_cgh","test_timing",0.945479682,FALSE
"354","dtimd_cst~test_timing",-1.424446e-02,0.04017890,-0.3545258862,0.7231658924,-0.0932766493, 0.0647877293,"dtimd_cst","test_timing",0.892347236,FALSE
"355","dtimd_atr~test_timing", 9.290656e-03,0.03972361, 0.2338824509,0.8152178314,-0.0688459838, 0.0874272964,"dtimd_atr","test_timing",0.892347236,FALSE
"356","dtimd_unc~test_timing",-4.903590e-02,0.03828486,-1.2808169748,0.2011361051,-0.1243424935, 0.0262707000,"dtimd_unc","test_timing",0.505126499,FALSE
"357","dtimd_ilf~test_timing",-1.032554e-02,0.04419453,-0.2336383390,0.8154072000,-0.0972564954, 0.0766054232,"dtimd_ilf","test_timing",0.892347236,FALSE
"358","dtimd_ifo~test_timing", 3.394333e-02,0.04121734, 0.8235205844,0.4107926933,-0.0471314808, 0.1150181362,"dtimd_ifo","test_timing",0.636227677,FALSE
"359","dtimd_slf~test_timing",-5.298029e-02,0.04270765,-1.2405339204,0.2156383827,-0.1369865622, 0.0310259744,"dtimd_slf","test_timing",0.505126499,FALSE
"360","dtimd_tslf~test_timing",-4.977280e-02,0.04342786,-1.1461030958,0.2525632494,-0.1351957183, 0.0356501121,"dtimd_tslf","test_timing",0.505126499,FALSE
"361","dtimd_pslf~test_timing",-5.369315e-02,0.04188252,-1.2819944523,0.2007232226,-0.1360763698, 0.0286900623,"dtimd_pslf","test_timing",0.505126499,FALSE
"362","dtimd_scs~test_timing",-4.108418e-02,0.04005830,-1.0256097730,0.3058089877,-0.1198791474, 0.0377107833,"dtimd_scs","test_timing",0.556016341,FALSE
"363","dtimd_fscs~test_timing",-6.961889e-02,0.04033432,-1.7260458963,0.0852529979,-0.1489567989, 0.0097190154,"dtimd_fscs","test_timing",0.426264990,FALSE
"364","dtimd_pscs~test_timing",-2.979322e-02,0.04156230,-0.7168328302,0.4739722853,-0.1115465677, 0.0519601262,"dtimd_pscs","test_timing",0.677103265,FALSE
"365","dtimd_sifc~test_timing",-6.680681e-02,0.03652695,-1.8289732816,0.0682845747,-0.1386555796, 0.0050419616,"dtimd_sifc","test_timing",0.426264990,FALSE
"366","dtimd_ifsfc~test_timing",-1.059551e-01,0.04215442,-2.5135003517,0.0124184317,-0.1888731974,-0.0230370966,"dtimd_ifsfc","test_timing",0.248368633,FALSE
"367","dtimd_fxcut~test_timing", 3.785229e-02,0.04623598, 0.8186762095,0.4135479897,-0.0530942096, 0.1287987974,"dtimd_fxcut","test_timing",0.636227677,FALSE
"368","bl.dtimd_fmaj~test_timing",-1.240261e-02,0.04857782,-0.2553142306,0.7986356983,-0.1076133837, 0.0828081668,"bl.dtimd_fmaj","test_timing",0.892347236,FALSE
"369","bl.dtimd_fmin~test_timing", 5.630285e-02,0.04819068, 1.1683347901,0.2434951466,-0.0381491512, 0.1507548530,"bl.dtimd_fmin","test_timing",0.505126499,FALSE
"370","bl.dtimd_cc~test_timing", 9.074991e-03,0.04722547, 0.1921630655,0.8477298739,-0.0834852317, 0.1016352144,"bl.dtimd_cc","test_timing",0.892347236,FALSE
"371","thk.APARC.bankssts~estr_timing",-7.588393e-03,0.04410510,-0.1720525083,0.8634942874,-0.0943285233, 0.0791517368,"thk.APARC.bankssts","estr_timing",0.971555622,FALSE
"372","thk.APARC.cdacate~estr_timing",-9.889649e-02,0.04471671,-2.2116229041,0.0276292095,-0.1868394508,-0.0109535368,"thk.APARC.cdacate","estr_timing",0.769209518,FALSE
"373","thk.APARC.cdmdfr~estr_timing", 3.340245e-02,0.04908453, 0.6805086676,0.4966260139,-0.0631305728, 0.1299354719,"thk.APARC.cdmdfr","estr_timing",0.903816286,FALSE
"374","thk.APARC.cuneus~estr_timing", 2.886277e-02,0.04431686, 0.6512818481,0.5152859247,-0.0582938220, 0.1160193535,"thk.APARC.cuneus","estr_timing",0.903816286,FALSE
"375","thk.APARC.ehinal~estr_timing",-9.309880e-02,0.04633087,-2.0094334197,0.0452476187,-0.1842162871,-0.0019813178,"thk.APARC.ehinal","estr_timing",0.769209518,FALSE
"376","thk.APARC.fusiform~estr_timing",-3.311093e-03,0.04723032,-0.0701052480,0.9441493636,-0.0961974975, 0.0895753107,"thk.APARC.fusiform","estr_timing",0.971555622,FALSE
"377","thk.APARC.ifpl~estr_timing", 1.871034e-02,0.04423995, 0.4229284987,0.6726035033,-0.0682950027, 0.1057156766,"thk.APARC.ifpl","estr_timing",0.903816286,FALSE
"378","thk.APARC.iftm~estr_timing", 3.755355e-02,0.04587076, 0.8186816400,0.4135172893,-0.0526590485, 0.1277661476,"thk.APARC.iftm","estr_timing",0.903816286,FALSE
"379","thk.APARC.ihcate~estr_timing",-1.711930e-02,0.04759479,-0.3596885525,0.7192939253,-0.1107224918, 0.0764838902,"thk.APARC.ihcate","estr_timing",0.903816286,FALSE
"380","thk.APARC.locc~estr_timing", 2.819725e-02,0.04163361, 0.6772713547,0.4986749132,-0.0536822731, 0.1100767748,"thk.APARC.locc","estr_timing",0.903816286,FALSE
"381","thk.APARC.lobfr~estr_timing",-3.747795e-02,0.04667454,-0.8029635128,0.4225330826,-0.1292713213, 0.0543154145,"thk.APARC.lobfr","estr_timing",0.903816286,FALSE
"382","thk.APARC.lingual~estr_timing", 2.414826e-03,0.04408359, 0.0547783451,0.9563458672,-0.0842830035, 0.0891126559,"thk.APARC.lingual","estr_timing",0.971555622,FALSE
"383","thk.APARC.mobfr~estr_timing",-4.231886e-02,0.04473730,-0.9459413526,0.3448219011,-0.1303023199, 0.0456645947,"thk.APARC.mobfr","estr_timing",0.903816286,FALSE
"384","thk.APARC.mdtm~estr_timing",-1.390744e-02,0.04260947,-0.3263930964,0.7443192944,-0.0977061510, 0.0698912787,"thk.APARC.mdtm","estr_timing",0.903816286,FALSE
"385","thk.APARC.parahpal~estr_timing",-1.899929e-02,0.04905949,-0.3872704743,0.6987880495,-0.1154830716, 0.0774844854,"thk.APARC.parahpal","estr_timing",0.903816286,FALSE
"386","thk.APARC.paracn~estr_timing", 6.200033e-02,0.04609700, 1.3449969257,0.1794848297,-0.0286572152, 0.1526578730,"thk.APARC.paracn","estr_timing",0.903816286,FALSE
"387","thk.APARC.parsopc~estr_timing", 3.309010e-02,0.04456276, 0.7425506219,0.4582448393,-0.0545500832, 0.1207302868,"thk.APARC.parsopc","estr_timing",0.903816286,FALSE
"388","thk.APARC.parsobis~estr_timing",-1.605062e-02,0.04556228,-0.3522786422,0.7248383421,-0.1056565466, 0.0735553074,"thk.APARC.parsobis","estr_timing",0.903816286,FALSE
"389","thk.APARC.parstgris~estr_timing", 2.000463e-02,0.04349188, 0.4599623187,0.6458248444,-0.0655295079, 0.1055387637,"thk.APARC.parstgris","estr_timing",0.903816286,FALSE
"390","thk.APARC.pericc~estr_timing", 3.145424e-02,0.04351867, 0.7227757987,0.4702935306,-0.0541325714, 0.1170410524,"thk.APARC.pericc","estr_timing",0.903816286,FALSE
"391","thk.APARC.postcn~estr_timing",-1.558933e-03,0.04368908,-0.0356824468,0.9715556224,-0.0874808865, 0.0843630200,"thk.APARC.postcn","estr_timing",0.971555622,FALSE
"392","thk.APARC.ptcate~estr_timing", 2.334857e-02,0.04450865, 0.5245849373,0.6001991698,-0.0641852053, 0.1108823367,"thk.APARC.ptcate","estr_timing",0.903816286,FALSE
"393","thk.APARC.precn~estr_timing", 6.727050e-02,0.04473284, 1.5038283104,0.1335146731,-0.0207041715, 0.1552451796,"thk.APARC.precn","estr_timing",0.903816286,FALSE
"394","thk.APARC.pc~estr_timing", 4.487211e-02,0.04803494, 0.9341556832,0.3508585464,-0.0495967116, 0.1393409387,"thk.APARC.pc","estr_timing",0.903816286,FALSE
"395","thk.APARC.rracate~estr_timing",-3.860459e-02,0.04259026,-0.9064182563,0.3653293224,-0.1223655297, 0.0451563507,"thk.APARC.rracate","estr_timing",0.903816286,FALSE
"396","thk.APARC.rrmdfr~estr_timing", 9.908548e-03,0.04460897, 0.2221200979,0.8243481196,-0.0778225162, 0.0976396116,"thk.APARC.rrmdfr","estr_timing",0.966477106,FALSE
"397","thk.APARC.sufr~estr_timing", 2.390476e-02,0.04752086, 0.5030371114,0.6152501271,-0.0695530382, 0.1173625487,"thk.APARC.sufr","estr_timing",0.903816286,FALSE
"398","thk.APARC.supl~estr_timing", 2.268119e-02,0.04780968, 0.4744057324,0.6355022832,-0.0713446243, 0.1167069969,"thk.APARC.supl","estr_timing",0.903816286,FALSE
"399","thk.APARC.sutm~estr_timing", 1.920159e-02,0.04503844, 0.4263379262,0.6701200235,-0.0693740998, 0.1077772878,"thk.APARC.sutm","estr_timing",0.903816286,FALSE
"400","thk.APARC.sm~estr_timing", 2.101896e-02,0.03923190, 0.5357620744,0.5924584943,-0.0561371897, 0.0981751153,"thk.APARC.sm","estr_timing",0.903816286,FALSE
"401","thk.APARC.frpole~estr_timing",-2.631657e-02,0.04468672,-0.5889125033,0.5562945063,-0.1142005475, 0.0615674125,"thk.APARC.frpole","estr_timing",0.903816286,FALSE
"402","thk.APARC.tmpole~estr_timing",-5.771091e-02,0.04720500,-1.2225591593,0.2223072879,-0.1505475136, 0.0351257007,"thk.APARC.tmpole","estr_timing",0.903816286,FALSE
"403","thk.APARC.trvtm~estr_timing",-6.429804e-03,0.04618601,-0.1392153968,0.8893588847,-0.0972624014, 0.0844027928,"thk.APARC.trvtm","estr_timing",0.971555622,FALSE
"404","thk.APARC.insula~estr_timing",-1.694693e-02,0.04696040,-0.3608770573,0.7184060041,-0.1093024908, 0.0754086283,"thk.APARC.insula","estr_timing",0.903816286,FALSE
"405","sulc.APARC.bankssts~estr_timing",-1.712490e-02,0.04269707,-0.4010791234,0.6886031704,-0.1010958912, 0.0668460883,"sulc.APARC.bankssts","estr_timing",0.998615645,FALSE
"406","sulc.APARC.cdacate~estr_timing",-2.465003e-02,0.03735825,-0.6598284020,0.5097917982,-0.0981213441, 0.0488212745,"sulc.APARC.cdacate","estr_timing",0.998615645,FALSE
"407","sulc.APARC.cdmdfr~estr_timing",-7.247875e-03,0.04203093,-0.1724414675,0.8631887406,-0.0899087921, 0.0754130425,"sulc.APARC.cdmdfr","estr_timing",0.998615645,FALSE
"408","sulc.APARC.cuneus~estr_timing",-9.413222e-03,0.04702403,-0.2001789566,0.8414552479,-0.1018939276, 0.0830674833,"sulc.APARC.cuneus","estr_timing",0.998615645,FALSE
"409","sulc.APARC.ehinal~estr_timing", 2.596871e-02,0.04593356, 0.5653537249,0.5721903137,-0.0643673900, 0.1163048050,"sulc.APARC.ehinal","estr_timing",0.998615645,FALSE
"410","sulc.APARC.fusiform~estr_timing", 4.165104e-04,0.04409571, 0.0094455982,0.9924689209,-0.0863051500, 0.0871381707,"sulc.APARC.fusiform","estr_timing",0.998615645,FALSE
"411","sulc.APARC.ifpl~estr_timing", 5.168155e-02,0.04182125, 1.2357724768,0.2173602519,-0.0305670040, 0.1339301113,"sulc.APARC.ifpl","estr_timing",0.998615645,FALSE
"412","sulc.APARC.iftm~estr_timing",-2.505653e-02,0.04810788,-0.5208404375,0.6028026410,-0.1196687986, 0.0695557408,"sulc.APARC.iftm","estr_timing",0.998615645,FALSE
"413","sulc.APARC.ihcate~estr_timing", 2.152073e-02,0.04386155, 0.4906513060,0.6239762307,-0.0647404224, 0.1077818781,"sulc.APARC.ihcate","estr_timing",0.998615645,FALSE
"414","sulc.APARC.locc~estr_timing",-2.950509e-02,0.04690459,-0.6290448926,0.5297242279,-0.1217508851, 0.0627407023,"sulc.APARC.locc","estr_timing",0.998615645,FALSE
"415","sulc.APARC.lobfr~estr_timing",-8.392923e-05,0.04833923,-0.0017362550,0.9986156449,-0.0951511879, 0.0949833295,"sulc.APARC.lobfr","estr_timing",0.998615645,FALSE
"416","sulc.APARC.lingual~estr_timing",-3.794839e-02,0.04619191,-0.8215374969,0.4118915573,-0.1287925864, 0.0528958096,"sulc.APARC.lingual","estr_timing",0.998615645,FALSE
"417","sulc.APARC.mobfr~estr_timing",-1.064199e-02,0.04171008,-0.2551419027,0.7987612506,-0.0926719139, 0.0713879338,"sulc.APARC.mobfr","estr_timing",0.998615645,FALSE
"418","sulc.APARC.mdtm~estr_timing", 2.599475e-03,0.04616608, 0.0563070442,0.9551288845,-0.0881939142, 0.0933928650,"sulc.APARC.mdtm","estr_timing",0.998615645,FALSE
"419","sulc.APARC.parahpal~estr_timing", 2.498534e-02,0.04882382, 0.5117448645,0.6091477569,-0.0710349488, 0.1210056271,"sulc.APARC.parahpal","estr_timing",0.998615645,FALSE
"420","sulc.APARC.paracn~estr_timing",-1.329880e-02,0.04333792,-0.3068629465,0.7591276082,-0.0985301382, 0.0719325353,"sulc.APARC.paracn","estr_timing",0.998615645,FALSE
"421","sulc.APARC.parsopc~estr_timing", 4.743054e-03,0.04348398, 0.1090758906,0.9132039254,-0.0807755324, 0.0902616396,"sulc.APARC.parsopc","estr_timing",0.998615645,FALSE
"422","sulc.APARC.parsobis~estr_timing",-8.071867e-03,0.04316574,-0.1869970944,0.8517697337,-0.0929645797, 0.0768208449,"sulc.APARC.parsobis","estr_timing",0.998615645,FALSE
"423","sulc.APARC.parstgris~estr_timing", 9.395787e-02,0.04408308, 2.1313818071,0.0337441347, 0.0072610520, 0.1806546822,"sulc.APARC.parstgris","estr_timing",0.998615645,FALSE
"424","sulc.APARC.pericc~estr_timing", 3.385929e-02,0.04842513, 0.6992090153,0.4848792728,-0.0613769097, 0.1290954850,"sulc.APARC.pericc","estr_timing",0.998615645,FALSE
"425","sulc.APARC.postcn~estr_timing",-3.391210e-02,0.04539515,-0.7470423425,0.4555324911,-0.1231893214, 0.0553651269,"sulc.APARC.postcn","estr_timing",0.998615645,FALSE
"426","sulc.APARC.ptcate~estr_timing",-7.205145e-02,0.04027980,-1.7887737075,0.0745037931,-0.1512684726, 0.0071655823,"sulc.APARC.ptcate","estr_timing",0.998615645,FALSE
"427","sulc.APARC.precn~estr_timing", 5.376187e-02,0.04529025, 1.1870515559,0.2360010009,-0.0353090669, 0.1428327990,"sulc.APARC.precn","estr_timing",0.998615645,FALSE
"428","sulc.APARC.pc~estr_timing", 2.850090e-02,0.04717898, 0.6041017052,0.5461618768,-0.0642845242, 0.1212863235,"sulc.APARC.pc","estr_timing",0.998615645,FALSE
"429","sulc.APARC.rracate~estr_timing", 5.934334e-03,0.03786889, 0.1567073409,0.8755645831,-0.0685412405, 0.0804099075,"sulc.APARC.rracate","estr_timing",0.998615645,FALSE
"430","sulc.APARC.rrmdfr~estr_timing", 9.803819e-03,0.04315041, 0.2272010296,0.8203982104,-0.0750587593, 0.0946663965,"sulc.APARC.rrmdfr","estr_timing",0.998615645,FALSE
"431","sulc.APARC.sufr~estr_timing",-1.220857e-02,0.04628763,-0.2637544968,0.7921221348,-0.1032410231, 0.0788238795,"sulc.APARC.sufr","estr_timing",0.998615645,FALSE
"432","sulc.APARC.supl~estr_timing",-3.323144e-02,0.04770094,-0.6966620709,0.4864702095,-0.1270433966, 0.0605805221,"sulc.APARC.supl","estr_timing",0.998615645,FALSE
"433","sulc.APARC.sutm~estr_timing",-2.456977e-02,0.04415395,-0.5564568535,0.5782491710,-0.1114059637, 0.0622664294,"sulc.APARC.sutm","estr_timing",0.998615645,FALSE
"434","sulc.APARC.sm~estr_timing",-6.208271e-03,0.04460713,-0.1391766393,0.8893894881,-0.0939357341, 0.0815191921,"sulc.APARC.sm","estr_timing",0.998615645,FALSE
"435","sulc.APARC.frpole~estr_timing",-1.608291e-02,0.04444689,-0.3618454670,0.7176827962,-0.1034952290, 0.0713294154,"sulc.APARC.frpole","estr_timing",0.998615645,FALSE
"436","sulc.APARC.tmpole~estr_timing", 6.957184e-03,0.04146637, 0.1677789542,0.8668527179,-0.0745934333, 0.0885078012,"sulc.APARC.tmpole","estr_timing",0.998615645,FALSE
"437","sulc.APARC.trvtm~estr_timing",-6.810175e-02,0.04165888,-1.6347476216,0.1029883462,-0.1500309634, 0.0138274670,"sulc.APARC.trvtm","estr_timing",0.998615645,FALSE
"438","sulc.APARC.insula~estr_timing", 2.246763e-02,0.04284827, 0.5243533167,0.6003600624,-0.0618007220, 0.1067359833,"sulc.APARC.insula","estr_timing",0.998615645,FALSE
"439","sa.APARC.bankssts~estr_timing",-3.980436e-02,0.04003450,-0.9942515012,0.3207776433,-0.1185389643, 0.0389302430,"sa.APARC.bankssts","estr_timing",0.874119630,FALSE
"440","sa.APARC.cdacate~estr_timing",-1.027044e-02,0.03728906,-0.2754277474,0.7831478721,-0.0836056675, 0.0630647860,"sa.APARC.cdacate","estr_timing",0.969117018,FALSE
"441","sa.APARC.cdmdfr~estr_timing",-2.632285e-02,0.03901680,-0.6746541779,0.5003346207,-0.1030559690, 0.0504102773,"sa.APARC.cdmdfr","estr_timing",0.874119630,FALSE
"442","sa.APARC.cuneus~estr_timing",-2.697498e-02,0.03951362,-0.6826753781,0.4952572219,-0.1046851940, 0.0507352373,"sa.APARC.cuneus","estr_timing",0.874119630,FALSE
"443","sa.APARC.ehinal~estr_timing", 4.071052e-02,0.04630642, 0.8791549262,0.3799119697,-0.0503588836, 0.1317799264,"sa.APARC.ehinal","estr_timing",0.874119630,FALSE
"444","sa.APARC.fusiform~estr_timing",-1.293094e-02,0.03880414,-0.3332362065,0.7391527127,-0.0892458358, 0.0633839480,"sa.APARC.fusiform","estr_timing",0.969117018,FALSE
"445","sa.APARC.ifpl~estr_timing",-8.172934e-03,0.03762952,-0.2171947697,0.8281813326,-0.0821777311, 0.0658318633,"sa.APARC.ifpl","estr_timing",0.969117018,FALSE
"446","sa.APARC.iftm~estr_timing",-4.733843e-02,0.03687536,-1.2837416992,0.2000696177,-0.1198600465, 0.0251831831,"sa.APARC.iftm","estr_timing",0.874119630,FALSE
"447","sa.APARC.ihcate~estr_timing",-8.760054e-03,0.03794481,-0.2308630284,0.8175542055,-0.0833849341, 0.0658648260,"sa.APARC.ihcate","estr_timing",0.969117018,FALSE
"448","sa.APARC.locc~estr_timing",-4.634824e-02,0.03556927,-1.3030415195,0.1934051255,-0.1163012228, 0.0236047433,"sa.APARC.locc","estr_timing",0.874119630,FALSE
"449","sa.APARC.lobfr~estr_timing", 3.853019e-02,0.03476092, 1.1084341696,0.2684247366,-0.0298330291, 0.1068934134,"sa.APARC.lobfr","estr_timing",0.874119630,FALSE
"450","sa.APARC.lingual~estr_timing",-2.762253e-02,0.04716658,-0.5856377183,0.5584911014,-0.1203835669, 0.0651385135,"sa.APARC.lingual","estr_timing",0.874119630,FALSE
"451","sa.APARC.mobfr~estr_timing",-2.598575e-03,0.03485612,-0.0745514734,0.9406135760,-0.0711490303, 0.0659518795,"sa.APARC.mobfr","estr_timing",0.969117018,FALSE
"452","sa.APARC.mdtm~estr_timing",-6.369252e-02,0.03545413,-1.7964765357,0.0732687968,-0.1334190612, 0.0060340226,"sa.APARC.mdtm","estr_timing",0.874119630,FALSE
"453","sa.APARC.parahpal~estr_timing",-3.101840e-02,0.04007626,-0.7739843972,0.4394551436,-0.1098351285, 0.0477983316,"sa.APARC.parahpal","estr_timing",0.874119630,FALSE
"454","sa.APARC.paracn~estr_timing", 1.565787e-02,0.03953866, 0.3960141059,0.6923325262,-0.0621015832, 0.0934173163,"sa.APARC.paracn","estr_timing",0.969117018,FALSE
"455","sa.APARC.parsopc~estr_timing", 2.399565e-02,0.03967961, 0.6047351906,0.5457412861,-0.0540409944, 0.1020323042,"sa.APARC.parsopc","estr_timing",0.874119630,FALSE
"456","sa.APARC.parsobis~estr_timing", 5.255737e-02,0.03739521, 1.4054574378,0.1607598291,-0.0209866175, 0.1261013559,"sa.APARC.parsobis","estr_timing",0.874119630,FALSE
