Category	File.name	Field.name	Description
MRI_T_roi	abcd_smrip101	smri_area_cdk_postcnlh	Cortical area in mm^2 of APARC ROI lh-postcentral
MRI_T_roi	abcd_smrip101	smri_area_cdk_ptcatelh	Cortical area in mm^2 of APARC ROI lh-posteriorcingulate
MRI_T_roi	abcd_smrip101	smri_area_cdk_precnlh	Cortical area in mm^2 of APARC ROI lh-precentral
MRI_T_roi	abcd_smrip101	smri_area_cdk_pclh	Cortical area in mm^2 of APARC ROI lh-precuneus
MRI_T_roi	abcd_smrip101	smri_area_cdk_rracatelh	Cortical area in mm^2 of APARC ROI lh-rostralanteriorcingulate
MRI_T_roi	abcd_smrip101	smri_area_cdk_rrmdfrlh	Cortical area in mm^2 of APARC ROI lh-rostralmiddlefrontal
MRI_T_roi	abcd_smrip101	smri_area_cdk_sufrlh	Cortical area in mm^2 of APARC ROI lh-superiorfrontal
MRI_T_roi	abcd_smrip101	smri_area_cdk_supllh	Cortical area in mm^2 of APARC ROI lh-superiorparietal
MRI_T_roi	abcd_smrip101	smri_area_cdk_sutmlh	Cortical area in mm^2 of APARC ROI lh-superiortemporal
MRI_T_roi	abcd_smrip101	smri_area_cdk_smlh	Cortical area in mm^2 of APARC ROI lh-supramarginal
MRI_T_roi	abcd_smrip101	smri_area_cdk_frpolelh	Cortical area in mm^2 of APARC ROI lh-frontalpole
MRI_T_roi	abcd_smrip101	smri_area_cdk_tmpolelh	Cortical area in mm^2 of APARC ROI lh-temporalpole
MRI_T_roi	abcd_smrip101	smri_area_cdk_trvtmlh	Cortical area in mm^2 of APARC ROI lh-transversetemporal
MRI_T_roi	abcd_smrip101	smri_area_cdk_insulalh	Cortical area in mm^2 of APARC ROI lh-insula
MRI_T_roi	abcd_smrip101	smri_area_cdk_banksstsrh	Cortical area in mm^2 of APARC ROI rh-Banks of Superior Temporal Sulcus
MRI_T_roi	abcd_smrip101	smri_area_cdk_cdacaterh	Cortical area in mm^2 of APARC ROI rh-caudalanteriorcingulate
MRI_T_roi	abcd_smrip101	smri_area_cdk_cdmdfrrh	Cortical area in mm^2 of APARC ROI rh-caudalmiddlefrontal
MRI_T_roi	abcd_smrip101	smri_area_cdk_cuneusrh	Cortical area in mm^2 of APARC ROI rh-cuneus
MRI_T_roi	abcd_smrip101	smri_area_cdk_ehinalrh	Cortical area in mm^2 of APARC ROI rh-entorhinal
MRI_T_roi	abcd_smrip101	smri_area_cdk_fusiformrh	Cortical area in mm^2 of APARC ROI rh-fusiform
MRI_T_roi	abcd_smrip101	smri_area_cdk_ifplrh	Cortical area in mm^2 of APARC ROI rh-inferiorparietal
MRI_T_roi	abcd_smrip101	smri_area_cdk_iftmrh	Cortical area in mm^2 of APARC ROI rh-inferiortemporal
MRI_T_roi	abcd_smrip101	smri_area_cdk_ihcaterh	Cortical area in mm^2 of APARC ROI rh-isthmuscingulate
MRI_T_roi	abcd_smrip101	smri_area_cdk_loccrh	Cortical area in mm^2 of APARC ROI rh-lateraloccipital
MRI_T_roi	abcd_smrip101	smri_area_cdk_lobfrrh	Cortical area in mm^2 of APARC ROI rh-lateralorbitofrontal
MRI_T_roi	abcd_smrip101	smri_area_cdk_lingualrh	Cortical area in mm^2 of APARC ROI rh-lingual
MRI_T_roi	abcd_smrip101	smri_area_cdk_mobfrrh	Cortical area in mm^2 of APARC ROI rh-medialorbitofrontal
MRI_T_roi	abcd_smrip101	smri_area_cdk_mdtmrh	Cortical area in mm^2 of APARC ROI rh-middletemporal
MRI_T_roi	abcd_smrip101	smri_area_cdk_parahpalrh	Cortical area in mm^2 of APARC ROI rh-parahippocampal
MRI_T_roi	abcd_smrip101	smri_area_cdk_paracnrh	Cortical area in mm^2 of APARC ROI rh-paracentral
MRI_T_roi	abcd_smrip101	smri_area_cdk_parsopcrh	Cortical area in mm^2 of APARC ROI rh-parsopercularis
MRI_T_roi	abcd_smrip101	smri_area_cdk_parsobisrh	Cortical area in mm^2 of APARC ROI rh-parsorbitalis
MRI_T_roi	abcd_smrip101	smri_area_cdk_parstgrisrh	Cortical area in mm^2 of APARC ROI rh-parstriangularis
MRI_T_roi	abcd_smrip101	smri_area_cdk_periccrh	Cortical area in mm^2 of APARC ROI rh-pericalcarine
MRI_T_roi	abcd_smrip101	smri_area_cdk_postcnrh	Cortical area in mm^2 of APARC ROI rh-postcentral
MRI_T_roi	abcd_smrip101	smri_area_cdk_ptcaterh	Cortical area in mm^2 of APARC ROI rh-posteriorcingulate
MRI_T_roi	abcd_smrip101	smri_area_cdk_precnrh	Cortical area in mm^2 of APARC ROI rh-precentral
MRI_T_roi	abcd_smrip101	smri_area_cdk_pcrh	Cortical area in mm^2 of APARC ROI rh-precuneus
MRI_T_roi	abcd_smrip101	smri_area_cdk_rracaterh	Cortical area in mm^2 of APARC ROI rh-rostralanteriorcingulate
MRI_T_roi	abcd_smrip101	smri_area_cdk_rrmdfrrh	Cortical area in mm^2 of APARC ROI rh-rostralmiddlefrontal
MRI_T_roi	abcd_smrip101	smri_area_cdk_sufrrh	Cortical area in mm^2 of APARC ROI rh-superiorfrontal
MRI_T_roi	abcd_smrip101	smri_area_cdk_suplrh	Cortical area in mm^2 of APARC ROI rh-superiorparietal
MRI_T_roi	abcd_smrip101	smri_area_cdk_sutmrh	Cortical area in mm^2 of APARC ROI rh-superiortemporal
MRI_T_roi	abcd_smrip101	smri_area_cdk_smrh	Cortical area in mm^2 of APARC ROI rh-supramarginal
MRI_T_roi	abcd_smrip101	smri_area_cdk_frpolerh	Cortical area in mm^2 of APARC ROI rh-frontalpole
MRI_T_roi	abcd_smrip101	smri_area_cdk_tmpolerh	Cortical area in mm^2 of APARC ROI rh-temporalpole
MRI_T_roi	abcd_smrip101	smri_area_cdk_trvtmrh	Cortical area in mm^2 of APARC ROI rh-transversetemporal
MRI_T_roi	abcd_smrip101	smri_area_cdk_insularh	Cortical area in mm^2 of APARC ROI rh-insula
MRI_T_roi	abcd_smrip101	smri_area_cdk_total	Total whole brain cortical area in mm^2
MRI_T_roi	abcd_smrip101	smri_vol_cdk_banksstslh	Cortical volume in mm^3 of APARC ROI lh-Banks of Superior Temporal Sulcus
MRI_T_roi	abcd_smrip101	smri_vol_cdk_cdacatelh	Cortical volume in mm^3 of APARC ROI lh-caudalanteriorcingulate
MRI_T_roi	abcd_smrip101	smri_vol_cdk_cdmdfrlh	Cortical volume in mm^3 of APARC ROI lh-caudalmiddlefrontal
MRI_T_roi	abcd_smrip101	smri_vol_cdk_cuneuslh	Cortical volume in mm^3 of APARC ROI lh-cuneus
MRI_T_roi	abcd_smrip101	smri_vol_cdk_ehinallh	Cortical volume in mm^3 of APARC ROI lh-entorhinal
MRI_T_roi	abcd_smrip101	smri_vol_cdk_fusiformlh	Cortical volume in mm^3 of APARC ROI lh-fusiform
MRI_T_roi	abcd_smrip101	smri_vol_cdk_ifpllh	Cortical volume in mm^3 of APARC ROI lh-inferiorparietal
MRI_T_roi	abcd_smrip101	smri_vol_cdk_iftmlh	Cortical volume in mm^3 of APARC ROI lh-inferiortemporal
MRI_T_roi	abcd_smrip101	smri_vol_cdk_ihcatelh	Cortical volume in mm^3 of APARC ROI lh-isthmuscingulate
MRI_T_roi	abcd_smrip101	smri_vol_cdk_locclh	Cortical volume in mm^3 of APARC ROI lh-lateraloccipital
MRI_T_roi	abcd_smrip101	smri_vol_cdk_lobfrlh	Cortical volume in mm^3 of APARC ROI lh-lateralorbitofrontal
MRI_T_roi	abcd_smrip101	smri_vol_cdk_linguallh	Cortical volume in mm^3 of APARC ROI lh-lingual
MRI_T_roi	abcd_smrip101	smri_vol_cdk_mobfrlh	Cortical volume in mm^3 of APARC ROI lh-medialorbitofrontal
MRI_T_roi	abcd_smrip101	smri_vol_cdk_mdtmlh	Cortical volume in mm^3 of APARC ROI lh-middletemporal
MRI_T_roi	abcd_smrip101	smri_vol_cdk_parahpallh	Cortical volume in mm^3 of APARC ROI lh-parahippocampal
MRI_T_roi	abcd_smrip101	smri_vol_cdk_paracnlh	Cortical volume in mm^3 of APARC ROI lh-paracentral
MRI_T_roi	abcd_smrip101	smri_vol_cdk_parsopclh	Cortical volume in mm^3 of APARC ROI lh-parsopercularis
MRI_T_roi	abcd_smrip101	smri_vol_cdk_parsobislh	Cortical volume in mm^3 of APARC ROI lh-parsorbitalis
MRI_T_roi	abcd_smrip101	smri_vol_cdk_parstgrislh	Cortical volume in mm^3 of APARC ROI lh-parstriangularis
MRI_T_roi	abcd_smrip101	smri_vol_cdk_pericclh	Cortical volume in mm^3 of APARC ROI lh-pericalcarine
MRI_T_roi	abcd_smrip101	smri_vol_cdk_postcnlh	Cortical volume in mm^3 of APARC ROI lh-postcentral
MRI_T_roi	abcd_smrip101	smri_vol_cdk_ptcatelh	Cortical volume in mm^3 of APARC ROI lh-posteriorcingulate
MRI_T_roi	abcd_smrip101	smri_vol_cdk_precnlh	Cortical volume in mm^3 of APARC ROI lh-precentral
MRI_T_roi	abcd_smrip101	smri_vol_cdk_pclh	Cortical volume in mm^3 of APARC ROI lh-precuneus
MRI_T_roi	abcd_smrip101	smri_vol_cdk_rracatelh	Cortical volume in mm^3 of APARC ROI lh-rostralanteriorcingulate
MRI_T_roi	abcd_smrip101	smri_vol_cdk_rrmdfrlh	Cortical volume in mm^3 of APARC ROI lh-rostralmiddlefrontal
MRI_T_roi	abcd_smrip101	smri_vol_cdk_sufrlh	Cortical volume in mm^3 of APARC ROI lh-superiorfrontal
MRI_T_roi	abcd_smrip101	smri_vol_cdk_supllh	Cortical volume in mm^3 of APARC ROI lh-superiorparietal
MRI_T_roi	abcd_smrip101	smri_vol_cdk_sutmlh	Cortical volume in mm^3 of APARC ROI lh-superiortemporal
MRI_T_roi	abcd_smrip101	smri_vol_cdk_smlh	Cortical volume in mm^3 of APARC ROI lh-supramarginal
MRI_T_roi	abcd_smrip101	smri_vol_cdk_frpolelh	Cortical volume in mm^3 of APARC ROI lh-frontalpole
MRI_T_roi	abcd_smrip101	smri_vol_cdk_tmpolelh	Cortical volume in mm^3 of APARC ROI lh-temporalpole
MRI_T_roi	abcd_smrip101	smri_vol_cdk_trvtmlh	Cortical volume in mm^3 of APARC ROI lh-transversetemporal
MRI_T_roi	abcd_smrip101	smri_vol_cdk_insulalh	Cortical volume in mm^3 of APARC ROI lh-insula
MRI_T_roi	abcd_smrip101	smri_vol_cdk_banksstsrh	Cortical volume in mm^3 of APARC ROI rh-Banks of Superior Temporal Sulcus
MRI_T_roi	abcd_smrip101	smri_vol_cdk_cdacaterh	Cortical volume in mm^3 of APARC ROI rh-caudalanteriorcingulate
MRI_T_roi	abcd_smrip101	smri_vol_cdk_cdmdfrrh	Cortical volume in mm^3 of APARC ROI rh-caudalmiddlefrontal
MRI_T_roi	abcd_smrip101	smri_vol_cdk_cuneusrh	Cortical volume in mm^3 of APARC ROI rh-cuneus
MRI_T_roi	abcd_smrip101	smri_vol_cdk_ehinalrh	Cortical volume in mm^3 of APARC ROI rh-entorhinal
MRI_T_roi	abcd_smrip101	smri_vol_cdk_fusiformrh	Cortical volume in mm^3 of APARC ROI rh-fusiform
MRI_T_roi	abcd_smrip101	smri_vol_cdk_ifplrh	Cortical volume in mm^3 of APARC ROI rh-inferiorparietal
MRI_T_roi	abcd_smrip101	smri_vol_cdk_iftmrh	Cortical volume in mm^3 of APARC ROI rh-inferiortemporal
MRI_T_roi	abcd_smrip101	smri_vol_cdk_ihcaterh	Cortical volume in mm^3 of APARC ROI rh-isthmuscingulate
MRI_T_roi	abcd_smrip101	smri_vol_cdk_loccrh	Cortical volume in mm^3 of APARC ROI rh-lateraloccipital
MRI_T_roi	abcd_smrip101	smri_vol_cdk_lobfrrh	Cortical volume in mm^3 of APARC ROI rh-lateralorbitofrontal
MRI_T_roi	abcd_smrip101	smri_vol_cdk_lingualrh	Cortical volume in mm^3 of APARC ROI rh-lingual
MRI_T_roi	abcd_smrip101	smri_vol_cdk_mobfrrh	Cortical volume in mm^3 of APARC ROI rh-medialorbitofrontal
MRI_T_roi	abcd_smrip101	smri_vol_cdk_mdtmrh	Cortical volume in mm^3 of APARC ROI rh-middletemporal
MRI_T_roi	abcd_smrip101	smri_vol_cdk_parahpalrh	Cortical volume in mm^3 of APARC ROI rh-parahippocampal
MRI_T_roi	abcd_smrip101	smri_vol_cdk_paracnrh	Cortical volume in mm^3 of APARC ROI rh-paracentral
MRI_T_roi	abcd_smrip101	smri_vol_cdk_parsopcrh	Cortical volume in mm^3 of APARC ROI rh-parsopercularis
MRI_T_roi	abcd_smrip101	smri_vol_cdk_parsobisrh	Cortical volume in mm^3 of APARC ROI rh-parsorbitalis
MRI_T_roi	abcd_smrip101	smri_vol_cdk_parstgrisrh	Cortical volume in mm^3 of APARC ROI rh-parstriangularis
MRI_T_roi	abcd_smrip101	smri_vol_cdk_periccrh	Cortical volume in mm^3 of APARC ROI rh-pericalcarine
MRI_T_roi	abcd_smrip101	smri_vol_cdk_postcnrh	Cortical volume in mm^3 of APARC ROI rh-postcentral
MRI_T_roi	abcd_smrip101	smri_vol_cdk_ptcaterh	Cortical volume in mm^3 of APARC ROI rh-posteriorcingulate
MRI_T_roi	abcd_smrip101	smri_vol_cdk_precnrh	Cortical volume in mm^3 of APARC ROI rh-precentral
MRI_T_roi	abcd_smrip101	smri_vol_cdk_pcrh	Cortical volume in mm^3 of APARC ROI rh-precuneus
MRI_T_roi	abcd_smrip101	smri_vol_cdk_rracaterh	Cortical volume in mm^3 of APARC ROI rh-rostralanteriorcingulate
MRI_T_roi	abcd_smrip101	smri_vol_cdk_rrmdfrrh	Cortical volume in mm^3 of APARC ROI rh-rostralmiddlefrontal
MRI_T_roi	abcd_smrip101	smri_vol_cdk_sufrrh	Cortical volume in mm^3 of APARC ROI rh-superiorfrontal
MRI_T_roi	abcd_smrip101	smri_vol_cdk_suplrh	Cortical volume in mm^3 of APARC ROI rh-superiorparietal
MRI_T_roi	abcd_smrip101	smri_vol_cdk_sutmrh	Cortical volume in mm^3 of APARC ROI rh-superiortemporal
MRI_T_roi	abcd_smrip101	smri_vol_cdk_smrh	Cortical volume in mm^3 of APARC ROI rh-supramarginal
MRI_T_roi	abcd_smrip101	smri_vol_cdk_frpolerh	Cortical volume in mm^3 of APARC ROI rh-frontalpole
MRI_T_roi	abcd_smrip101	smri_vol_cdk_tmpolerh	Cortical volume in mm^3 of APARC ROI rh-temporalpole
MRI_T_roi	abcd_smrip101	smri_vol_cdk_trvtmrh	Cortical volume in mm^3 of APARC ROI rh-transversetemporal
MRI_T_roi	abcd_smrip101	smri_vol_cdk_insularh	Cortical volume in mm^3 of APARC ROI rh-insula
MRI_T_roi	abcd_smrip101	smri_vol_cdk_total	Total whole brain cortical volume in mm^3
MRI_T_roi	abcd_smrip201	smri_vol_scs_tplh	Volume in mm^3 of ASEG ROI left-thalamus-proper
MRI_T_roi	abcd_smrip201	smri_vol_scs_caudatelh	Volume in mm^3 of ASEG ROI left-caudate
MRI_T_roi	abcd_smrip201	smri_vol_scs_putamenlh	Volume in mm^3 of ASEG ROI left-putamen
MRI_T_roi	abcd_smrip201	smri_vol_scs_pallidumlh	Volume in mm^3 of ASEG ROI left-pallidum
MRI_T_roi	abcd_smrip201	smri_vol_scs_bstem	Volume in mm^3 of ASEG ROI brain-stem
MRI_T_roi	abcd_smrip201	smri_vol_scs_hpuslh	Volume in mm^3 of ASEG ROI left-hippocampus
MRI_T_roi	abcd_smrip201	smri_vol_scs_amygdalalh	Volume in mm^3 of ASEG ROI left-amygdala
MRI_T_roi	abcd_smrip201	smri_vol_scs_aal	Volume in mm^3 of ASEG ROI left-accumbens-area
MRI_T_roi	abcd_smrip201	smri_vol_scs_tprh	Volume in mm^3 of ASEG ROI right-thalamus-proper
MRI_T_roi	abcd_smrip201	smri_vol_scs_caudaterh	Volume in mm^3 of ASEG ROI right-caudate
MRI_T_roi	abcd_smrip201	smri_vol_scs_putamenrh	Volume in mm^3 of ASEG ROI right-putamen
MRI_T_roi	abcd_smrip201	smri_vol_scs_pallidumrh	Volume in mm^3 of ASEG ROI right-pallidum
MRI_T_roi	abcd_smrip201	smri_vol_scs_hpusrh	Volume in mm^3 of ASEG ROI right-hippocampus
MRI_T_roi	abcd_smrip201	smri_vol_scs_amygdalarh	Volume in mm^3 of ASEG ROI right-amygdala
MRI_T_roi	abcd_smrip201	smri_vol_scs_aar	Volume in mm^3 of ASEG ROI right-accumbens area
MRI_T_roi	abcd_smrip201	smri_vol_scs_wholeb	Volume in mm^3 of ASEG ROI wholebrain
MRI_T_roi	abcd_smrip201	smri_vol_scs_csf	Volume in mm^3 of ASEG ROI csf
